timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,MACD_hist,Doji,date,sentiment,ema_50,ema_200,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,avg_volume_10d,avg_volume_50d,volume_ratio,master_score,52_week_high,distance_from_high
2025-07-14 09:15:00+05:30,680.8,680.95,677.1,678.2,169414,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:16:00+05:30,678.2,679.5,678.1,678.35,87784,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:17:00+05:30,678.1,678.4,676.4,677.05,156795,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:18:00+05:30,677.35,677.8,676.5,677.05,94585,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:19:00+05:30,677.3,678.5,676.7,678.25,48286,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:20:00+05:30,678.3,678.9,677.3,677.55,64833,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:21:00+05:30,677.55,677.55,675.65,676.9,103818,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:22:00+05:30,676.9,677.3,676.2,676.75,32224,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:23:00+05:30,676.7,677.1,676.5,677.0,18788,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,,,,0.0,,
2025-07-14 09:24:00+05:30,677.1,677.5,676.8,677.05,29712,0.0,0.0,0.0,0.0,100,2025-07-14,0.0,,,,,,,80623.9,,,0.0,,
2025-07-14 09:25:00+05:30,677.05,677.4,676.35,676.75,25956,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,66278.1,,,0.0,,
2025-07-14 09:26:00+05:30,676.5,676.75,676.3,676.6,17721,0.0,0.0,0.0,0.0,100,2025-07-14,0.0,,,,,,,59271.8,,,0.0,,
2025-07-14 09:27:00+05:30,676.6,678.0,676.5,677.9,36857,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,47278.0,,,0.0,,
2025-07-14 09:28:00+05:30,677.9,678.85,677.75,678.7,38875,0.0,0.0,0.0,0.0,0,2025-07-14,0.0,,,,,,,41707.0,,,0.0,,
2025-07-14 09:29:00+05:30,678.7,679.15,678.25,678.9,38573,63.14793619484945,0.0,0.0,0.0,0,2025-07-14,0.0,,,63.14793619484945,,,,40735.7,,,0.3157396809742472,,
2025-07-14 09:30:00+05:30,678.95,679.2,678.15,678.15,21551,53.66872405649585,0.0,0.0,0.0,0,2025-07-14,0.0,,,53.66872405649585,,,,36407.5,,,0.2683436202824792,,
2025-07-14 09:31:00+05:30,678.35,678.35,677.8,678.15,25444,53.66872405649585,0.0,0.0,0.0,0,2025-07-14,0.0,,,53.66872405649585,,,,28570.1,,,0.2683436202824792,,
2025-07-14 09:32:00+05:30,678.0,678.2,677.0,678.2,26529,54.20028608977345,0.0,0.0,0.0,0,2025-07-14,0.0,,,54.20028608977345,,,,28000.6,,,0.2710014304488672,,
2025-07-14 09:33:00+05:30,678.2,678.3,677.5,677.6,12113,47.20179888567907,0.0,0.0,0.0,0,2025-07-14,0.0,,,47.20179888567907,,,,27333.1,,,0.2360089944283953,,
2025-07-14 09:34:00+05:30,677.6,677.75,677.1,677.55,23006,46.66109319457458,0.0,0.0,0.0,100,2025-07-14,0.0,,,46.66109319457458,,,,26662.5,,,0.2333054659728729,,
2025-07-14 09:35:00+05:30,677.55,677.55,676.0,676.2,36295,35.0024244094982,0.0,0.0,0.0,0,2025-07-14,0.0,,,35.0024244094982,,,,27696.4,,,0.1750121220474909,,
2025-07-14 09:36:00+05:30,676.3,676.6,675.1,676.55,65927,39.24103374674188,0.0,0.0,0.0,0,2025-07-14,0.0,,,39.24103374674188,,,,32517.0,,,0.1962051687337093,,
2025-07-14 09:37:00+05:30,676.35,677.55,676.3,677.2,21795,46.251152638769575,0.0,0.0,0.0,0,2025-07-14,0.0,,,46.251152638769575,,,,31010.8,,,0.2312557631938478,,
2025-07-14 09:38:00+05:30,677.2,677.9,676.95,677.9,21652,52.59443058795961,0.0,0.0,0.0,0,2025-07-14,0.0,,,52.59443058795961,,,,29288.5,,,0.262972152939798,,
2025-07-14 09:39:00+05:30,677.9,678.1,677.7,677.9,11873,52.5944305879596,0.0,0.0,0.0,100,2025-07-14,0.0,,,52.5944305879596,,,,26618.5,,,0.262972152939798,,
2025-07-14 09:40:00+05:30,677.9,678.85,677.7,678.85,46128,60.0207577351794,0.1506805674536053,0.0,0.0,0,2025-07-14,0.0,,,60.0207577351794,0.1506805674536053,,,29076.2,,,0.300103788675897,,
2025-07-14 09:41:00+05:30,678.85,678.85,678.05,678.4,22311,55.57924469102648,0.1923904604291237,0.0,0.0,0,2025-07-14,0.0,,,55.57924469102648,0.1923904604291237,,,28762.9,,,0.2778962234551324,,
2025-07-14 09:42:00+05:30,678.55,678.65,678.1,678.3,17464,54.61210205201043,0.2148994596501552,0.0,0.0,0,2025-07-14,0.0,,,54.61210205201043,0.2148994596501552,,,27856.4,,,0.2730605102600521,,
2025-07-14 09:43:00+05:30,678.4,678.7,677.9,678.6,32440,57.027951601558826,0.2540173426905312,0.0,0.0,0,2025-07-14,0.0,,,57.027951601558826,0.2540173426905312,,,29889.1,,,0.2851397580077941,,
2025-07-14 09:44:00+05:30,678.7,679.2,678.6,679.15,26465,61.11438908545546,0.3256451160960978,0.0,0.0,0,2025-07-14,0.0,,,61.11438908545546,0.3256451160960978,,,30235.0,,,0.3055719454272773,,
2025-07-14 09:45:00+05:30,679.15,679.5,678.8,678.8,29136,57.37523535197892,0.3501324586092096,0.0,0.0,0,2025-07-14,0.0,,,57.37523535197892,0.3501324586092096,,,29519.1,,,0.2868761767598946,,
2025-07-14 09:46:00+05:30,679.0,679.1,678.65,678.95,13132,58.54582851760125,0.3772933969474934,0.0,0.0,100,2025-07-14,0.0,,,58.54582851760125,0.3772933969474934,,,24239.6,,,0.2927291425880062,,
2025-07-14 09:47:00+05:30,678.95,679.1,678.5,678.65,10614,55.27621111653183,0.3703420706090128,0.0,0.0,0,2025-07-14,0.0,,,55.27621111653183,0.3703420706090128,,,23121.5,,,0.2763810555826591,,
2025-07-14 09:48:00+05:30,678.65,679.3,678.3,678.5,22016,53.66249719314953,0.3487096403368923,0.287123390313569,0.0615862500233233,0,2025-07-14,0.0,,,53.66249719314953,0.3487096403368923,0.0615862500233233,0.287123390313569,23157.9,,,0.2683124859657476,,
2025-07-14 09:49:00+05:30,678.55,678.95,678.35,678.75,9093,55.96963733199779,0.3477302759887379,0.2992447674486028,0.0484855085401351,0,2025-07-14,0.0,,,55.96963733199779,0.3477302759887379,0.0484855085401351,0.2992447674486028,22879.9,,,0.2798481866599889,,
2025-07-14 09:50:00+05:30,678.7,678.95,678.1,678.95,16378,57.78067428898434,0.3589546455053778,0.3111867430599578,0.0477679024454199,0,2025-07-14,0.0,,,57.78067428898434,0.3589546455053778,0.0477679024454199,0.3111867430599578,19904.9,,,0.2889033714449217,,
2025-07-14 09:51:00+05:30,678.95,679.5,678.85,679.5,17981,62.36508357298836,0.407532659850176,0.3304559264180015,0.0770767334321745,0,2025-07-14,0.0,,,62.36508357298836,0.407532659850176,0.0770767334321745,0.3304559264180015,19471.9,,,0.3118254178649418,,
2025-07-14 09:52:00+05:30,679.5,679.75,678.9,679.15,30907,58.04560364057996,0.4130278829426288,0.3469703177229269,0.0660575652197018,0,2025-07-14,0.0,,,58.04560364057996,0.4130278829426288,0.0660575652197018,0.3469703177229269,20816.2,,,0.2902280182028998,,
2025-07-14 09:53:00+05:30,679.05,679.25,678.8,679.2,12813,58.487938227881386,0.4166149906880037,0.3608992523159423,0.0557157383720613,0,2025-07-14,0.0,,,58.487938227881386,0.4166149906880037,0.0557157383720613,0.3608992523159423,18853.5,,,0.2924396911394069,,
2025-07-14 09:54:00+05:30,679.15,679.45,678.8,678.95,17373,55.34588562554365,0.3947346336146893,0.3676663285756917,0.0270683050389975,0,2025-07-14,0.0,,,55.34588562554365,0.3947346336146893,0.0270683050389975,0.3676663285756917,17944.3,,,0.2767294281277183,,
2025-07-14 09:55:00+05:30,678.9,679.0,678.55,678.95,14703,55.34588562554366,0.3730935033308924,0.3687517635267318,0.0043417398041605,100,2025-07-14,0.0,,,55.34588562554366,0.3730935033308924,0.0043417398041605,0.3687517635267318,16501.0,,,0.2767294281277183,,
2025-07-14 09:56:00+05:30,678.75,679.0,678.7,678.95,9264,55.34588562554366,0.3518864240106722,0.3653786956235199,-0.0134922716128476,0,2025-07-14,0.0,,,55.34588562554366,0.3518864240106722,-0.0134922716128476,0.3653786956235199,16114.2,,,0.2767294281277183,,
2025-07-14 09:57:00+05:30,678.85,678.85,678.25,678.75,11482,52.52640660399515,0.3153066732724028,0.3553642911532965,-0.0400576178808936,0,2025-07-14,0.0,,,52.52640660399515,0.3153066732724028,-0.0400576178808936,0.3553642911532965,16201.0,,,0.2626320330199757,,
2025-07-14 09:58:00+05:30,678.75,679.0,678.55,678.8,10040,53.16871601232257,0.2870426899502263,0.3416999709126824,-0.0546572809624561,100,2025-07-14,0.0,,,53.16871601232257,0.2870426899502263,-0.0546572809624561,0.3416999709126824,15003.4,,,0.2658435800616128,,
2025-07-14 09:59:00+05:30,678.8,678.9,678.3,678.35,8183,47.004738929738416,0.225729965809478,0.3185059698920415,-0.0927760040825635,0,2025-07-14,0.0,,,47.004738929738416,0.225729965809478,-0.0927760040825635,0.3185059698920415,14912.4,,,0.235023694648692,,
2025-07-14 10:00:00+05:30,678.3,678.6,677.65,678.25,24874,45.73582111962985,0.1671433019862434,0.2882334363108819,-0.1210901343246385,100,2025-07-14,0.0,,,45.73582111962985,0.1671433019862434,-0.1210901343246385,0.2882334363108819,15762.0,,,0.2286791055981492,,
2025-07-14 10:01:00+05:30,678.35,679.0,678.2,679.0,16672,55.449621842022175,0.1791663625009505,0.2664200215488956,-0.0872536590479451,0,2025-07-14,0.0,,,55.449621842022175,0.1791663625009505,-0.0872536590479451,0.2664200215488956,15631.1,,,0.2772481092101109,,
2025-07-14 10:02:00+05:30,679.0,679.0,678.55,678.85,10844,53.39108164284416,0.1745785453829285,0.2480517263157022,-0.0734731809327737,0,2025-07-14,0.0,,,53.39108164284416,0.1745785453829285,-0.0734731809327737,0.2480517263157022,13624.8,,,0.2669554082142208,,
2025-07-14 10:03:00+05:30,678.8,679.5,678.8,679.0,21665,55.18288102267136,0.1809604146449146,0.2346334639815447,-0.0536730493366301,0,2025-07-14,0.0,,,55.18288102267136,0.1809604146449146,-0.0536730493366301,0.2346334639815447,14510.0,,,0.2759144051133568,,
2025-07-14 10:04:00+05:30,679.15,679.4,678.85,679.0,13913,55.18288102267137,0.1838982277174636,0.2244864167287285,-0.0405881890112648,0,2025-07-14,0.0,678.18,,55.18288102267137,0.1838982277174636,-0.0405881890112648,0.2244864167287285,14164.0,33925.94,0.4100991748496873,0.4809639925382005,,
2025-07-14 10:05:00+05:30,679.0,679.85,678.8,679.4,39602,59.945146521547365,0.2160130587262756,0.222791745128238,-0.0067786864019623,0,2025-07-14,0.0,678.2278431372548,,59.945146521547365,0.2160130587262756,-0.0067786864019623,0.222791745128238,16653.9,31329.7,1.264040191894592,0.9317458285550329,,
2025-07-14 10:06:00+05:30,679.6,679.8,679.25,679.75,18539,63.59078592619507,0.2666327917535227,0.2315599544532949,0.0350728373002277,0,2025-07-14,0.0,678.2875355632448,,63.59078592619507,0.2666327917535227,0.0350728373002277,0.2315599544532949,17581.4,29944.8,0.6191058213780022,0.6275068403199764,,
2025-07-14 10:07:00+05:30,679.75,680.0,679.4,679.4,23626,57.91418701078474,0.2753333484926088,0.2403146332611577,0.0350187152314511,0,2025-07-14,0.0,678.3311616195881,,57.91418701078474,0.2753333484926088,0.0350187152314511,0.2403146332611577,18795.8,27281.42,0.8660106402086108,0.7225762551582291,,
2025-07-14 10:08:00+05:30,679.5,679.75,679.3,679.7,16190,61.11809098247733,0.3029439459550076,0.2528404957999277,0.0501034501550798,0,2025-07-14,0.0,678.3848415560749,,61.11809098247733,0.3029439459550076,0.0501034501550798,0.2528404957999277,19410.8,25713.52,0.6296298600891671,0.6204053849569702,,
2025-07-14 10:09:00+05:30,679.75,679.9,679.55,679.75,11523,61.64221102587068,0.3251124317623635,0.2672948829924149,0.0578175487699486,100,2025-07-14,0.0,678.4383771813268,,61.64221102587068,0.3251124317623635,0.0578175487699486,0.2672948829924149,19744.8,24978.26,0.461321164884984,0.5388716375718454,,
2025-07-14 10:10:00+05:30,679.7,679.75,679.25,679.35,4508,55.22834494639503,0.3068670866624643,0.2752093237264247,0.0316577629360395,0,2025-07-14,0.0,678.4741270957846,,55.22834494639503,0.3068670866624643,0.0316577629360395,0.2752093237264247,17708.2,23771.76,0.189636779102599,0.3709601142832747,,
2025-07-14 10:11:00+05:30,679.5,679.5,678.8,679.2,17433,53.00122534072505,0.277109427833011,0.275589344547742,0.001520083285269,0,2025-07-14,0.0,678.5025926998716,,53.00122534072505,0.277109427833011,0.001520083285269,0.275589344547742,17784.3,22044.06,0.7908252835457714,0.6604187684765109,,
2025-07-14 10:12:00+05:30,679.15,679.4,679.0,679.3,8733,54.32363635728733,0.2586142885469371,0.2721943333475811,-0.0135800448006439,0,2025-07-14,0.0,678.5338635743864,,54.32363635728733,0.2586142885469371,-0.0135800448006439,0.2721943333475811,17573.2,21574.24,0.4047883030873856,0.4740123333301295,,
2025-07-14 10:13:00+05:30,679.3,679.3,679.05,679.05,7867,50.49820383009736,0.2212336034817781,0.2620021873744205,-0.0407685838926423,0,2025-07-14,0.0,678.5541042185281,,50.49820383009736,0.2212336034817781,-0.0407685838926423,0.2620021873744205,16193.4,21355.82,0.368377332268206,0.4366796852845898,,
2025-07-14 10:14:00+05:30,679.15,679.25,679.05,679.1,9972,51.23779166255537,0.1934141652856169,0.2482845829566597,-0.0548704176710428,100,2025-07-14,0.0,678.5755118962329,,51.23779166255537,0.1934141652856169,-0.0548704176710428,0.2482845829566597,15799.3,20961.02,0.4757402072990723,0.494059061962313,,
2025-07-14 10:15:00+05:30,679.1,679.4,679.1,679.25,14270,53.483146921617056,0.1813799710831745,0.2349036605819627,-0.0535236894987882,0,2025-07-14,0.0,678.6019624101061,,53.483146921617056,0.1813799710831745,-0.0535236894987882,0.2349036605819627,13266.1,20727.3,0.6884640064070091,0.6116477378115899,,
2025-07-14 10:16:00+05:30,679.3,679.3,679.15,679.25,9496,53.483146921617056,0.1698844631343945,0.2218998210924491,-0.0520153579580545,0,2025-07-14,0.0,678.6273756489255,,53.483146921617056,0.1698844631343945,-0.0520153579580545,0.2218998210924491,12361.8,20562.8,0.461804812574163,0.4983181408951668,,
2025-07-14 10:17:00+05:30,679.25,679.4,679.2,679.25,8276,53.48314692161706,0.1589420057598545,0.2093082580259302,-0.0503662522660757,100,2025-07-14,0.0,678.6517922901442,,53.48314692161706,0.1589420057598545,-0.0503662522660757,0.2093082580259302,10826.8,19991.18,0.4139825663117434,0.474407017763957,,
2025-07-14 10:18:00+05:30,679.3,679.5,679.2,679.45,9504,56.796115253494335,0.1645119664407275,0.2003489997088897,-0.0358370332681621,0,2025-07-14,0.0,678.6830945532757,,56.796115253494335,0.1645119664407275,-0.0358370332681621,0.2003489997088897,10158.2,19403.76,0.4898019765241376,0.5288815645295405,,
2025-07-14 10:19:00+05:30,679.4,679.5,679.3,679.45,9282,56.796115253494335,0.1670011155047177,0.1936794228680553,-0.0266783073633375,0,2025-07-14,0.0,678.7131692766767,,56.796115253494335,0.1670011155047177,-0.0266783073633375,0.1936794228680553,9934.1,18817.94,0.4932527152281281,0.5306069338815358,,
2025-07-14 10:20:00+05:30,679.45,679.5,679.3,679.4,5533,55.647014258540175,0.1630595529137508,0.1875554488771944,-0.0244958959634436,0,2025-07-14,0.0,678.7401038148463,,55.647014258540175,0.1630595529137508,-0.0244958959634436,0.1875554488771944,10036.6,18497.58,0.2991202092381814,0.4277951759117915,,
2025-07-14 10:21:00+05:30,679.4,680.3,679.3,680.2,41720,67.11216011956684,0.2219308693692028,0.1944305329755961,0.0275003363936066,0,2025-07-14,0.0,678.7973546456366,,67.11216011956684,0.2219308693692028,0.0275003363936066,0.1944305329755961,12465.3,18823.1,2.216425562208138,1.443773581701903,,
2025-07-14 10:22:00+05:30,680.2,680.75,680.0,680.4,28939,69.25207836188879,0.2814804093912926,0.2118405082587354,0.0696399011325571,0,2025-07-14,0.0,678.8602034830626,,69.25207836188879,0.2814804093912926,0.0696399011325571,0.2118405082587354,14485.9,18871.3,1.5334926581634547,1.1130067208911714,,
2025-07-14 10:23:00+05:30,680.25,680.3,679.5,679.5,31457,52.650146915906966,0.2531334061676489,0.2200990878405181,0.0330343183271307,0,2025-07-14,0.0,678.8852935425504,,52.650146915906966,0.2531334061676489,0.0330343183271307,0.2200990878405181,16844.9,19258.18,1.633435765996579,1.0799686175778245,,
2025-07-14 10:24:00+05:30,679.55,679.8,679.5,679.8,7278,56.4020793564847,0.2519711283580363,0.2264734959440218,0.0254976324140145,0,2025-07-14,0.0,678.921164384019,,56.4020793564847,0.2519711283580363,0.0254976324140145,0.2264734959440218,16575.5,18943.62,0.3841926727837657,0.4741067331743064,,
2025-07-14 10:25:00+05:30,679.65,679.75,679.05,679.1,26479,47.0365325031685,0.192348590149777,0.2196485147851729,-0.0272999246353958,0,2025-07-14,0.0,678.92817754543,,47.0365325031685,0.192348590149777,-0.0272999246353958,0.2196485147851729,17796.4,18747.3,1.4124167213412064,0.9413910231864456,,
2025-07-14 10:26:00+05:30,679.1,679.95,679.0,679.5,10780,51.94681869350479,0.1753526004978312,0.2107893319277045,-0.0354367314298733,0,2025-07-14,0.0,678.9506019554132,,51.94681869350479,0.1753526004978312,-0.0354367314298733,0.2107893319277045,17924.8,17644.36,0.6109601028317264,0.5652141448833872,,
2025-07-14 10:27:00+05:30,679.45,679.65,679.35,679.55,9421,52.539144498640525,0.1640269379442998,0.2014368531310236,-0.0374099151867238,0,2025-07-14,0.0,678.9741077610832,,52.539144498640525,0.1640269379442998,-0.0374099151867238,0.2014368531310236,18039.3,17396.88,0.5415338842367137,0.5334626646115594,,
2025-07-14 10:28:00+05:30,679.5,679.6,679.3,679.3,9499,49.26899999679179,0.1333412828047357,0.187817739065766,-0.0544764562610302,0,2025-07-14,0.0,678.986887848884,,49.26899999679179,0.1333412828047357,-0.0544764562610302,0.187817739065766,18038.8,17153.82,0.5537542075176258,0.5232221037427719,,
2025-07-14 10:29:00+05:30,679.3,679.3,679.05,679.15,7708,47.36411269616888,0.0958144443586661,0.1694170801243461,-0.0736026357656799,0,2025-07-14,0.0,678.9932844038296,,47.36411269616888,0.0958144443586661,-0.0736026357656799,0.1694170801243461,17881.4,17070.52,0.4515386760333018,0.4625899014974953,,
2025-07-14 10:30:00+05:30,679.15,679.25,678.55,678.7,19982,42.104755938372406,0.0294237368084395,0.1414184114611648,-0.1119946746527252,0,2025-07-14,0.0,678.9817830546599,,42.104755938372406,0.0294237368084395,-0.1119946746527252,0.1414184114611648,19326.3,16547.6,1.207546713722836,0.8142971365532801,,
2025-07-14 10:31:00+05:30,678.7,679.25,678.65,679.15,16931,48.2885449975062,0.0129703478523879,0.1157287987394094,-0.1027584508870215,0,2025-07-14,0.0,678.9883797976145,,48.2885449975062,0.0129703478523879,-0.1027584508870215,0.1157287987394094,16847.4,16440.0,1.0298661800486617,0.7563758150118618,,
2025-07-14 10:32:00+05:30,679.2,679.25,679.0,679.15,7411,48.28854499750621,-6.829418259712838e-05,0.0925693801550081,-0.0926376743376052,100,2025-07-14,0.0,678.9947178447669,,48.28854499750621,-6.829418259712838e-05,-0.0926376743376052,0.0925693801550081,14694.6,16238.94,0.4563721523695512,0.4696288011723066,,
2025-07-14 10:33:00+05:30,679.15,679.15,678.75,678.75,5570,43.498864521358136,-0.0421918080941168,0.0656171425051831,-0.1078089505992999,0,2025-07-14,0.0,678.9851210665407,,43.498864521358136,-0.0421918080941168,-0.1078089505992999,0.0656171425051831,12105.9,15701.54,0.3547422736878038,0.3948654594506926,,
2025-07-14 10:34:00+05:30,678.75,678.85,678.6,678.75,9263,43.498864521358136,-0.0747137428328414,0.0375509654375782,-0.1122647082704197,100,2025-07-14,0.0,678.9759006325588,,43.498864521358136,-0.0747137428328414,-0.1122647082704197,0.0375509654375782,12304.4,15357.5,0.6031580660914863,0.5190733556525338,,
2025-07-14 10:35:00+05:30,678.7,678.85,678.6,678.8,8991,44.29980186359179,-0.0953538484789078,0.010970002654281,-0.1063238511331888,0,2025-07-14,0.0,678.9690025685369,,44.29980186359179,-0.0953538484789078,-0.1063238511331888,0.010970002654281,10555.6,14954.6,0.6012196915999091,0.5221088551179135,,
2025-07-14 10:36:00+05:30,678.8,679.0,678.75,679.0,9216,47.50534153331285,-0.09448380192282,-0.0101207582611391,-0.0843630436616808,0,2025-07-14,0.0,678.9702181540845,,47.50534153331285,-0.09448380192282,-0.0843630436616808,-0.0101207582611391,10399.2,14876.28,0.6195097161387121,0.5472815657359202,,
2025-07-14 10:37:00+05:30,679.0,679.1,678.7,679.05,12005,48.30629406011221,-0.0887367990434313,-0.0258439664175976,-0.0628928326258337,0,2025-07-14,0.0,678.9733468539243,,48.30629406011221,-0.0887367990434313,-0.0628928326258337,-0.0258439664175976,10657.6,14904.1,0.8054830549982891,0.6442729977997056,,
2025-07-14 10:38:00+05:30,679.05,679.1,679.0,679.05,5381,48.306294060112215,-0.0832229158867221,-0.0373197563114225,-0.0459031595752996,100,2025-07-14,0.0,678.9763528596528,,48.306294060112215,-0.0832229158867221,-0.0459031595752996,-0.0373197563114225,10245.8,14571.4,0.3692850378137996,0.4261739892074608,,
2025-07-14 10:39:00+05:30,679.05,679.1,678.85,678.95,8159,46.655129263561705,-0.0859317206399055,-0.0470421491771191,-0.0388895714627863,0,2025-07-14,0.0,678.9753194141763,,46.655129263561705,-0.0859317206399055,-0.0388895714627863,-0.0470421491771191,10290.9,14552.72,0.5606512047232408,0.5136012486794289,,
2025-07-14 10:40:00+05:30,678.9,678.95,678.8,678.9,4018,45.81194952646039,-0.0910633286870279,-0.0558463850791008,-0.035216943607927,100,2025-07-14,0.0,678.9723657116596,,45.81194952646039,-0.0910633286870279,-0.035216943607927,-0.0558463850791008,8694.5,14305.52,0.2808706009987753,0.3694950481316896,,
2025-07-14 10:41:00+05:30,678.8,678.9,678.65,678.7,4136,42.5030361828609,-0.110000476545224,-0.0666772033723255,-0.0433232731728985,0,2025-07-14,0.0,678.9616847033592,,42.5030361828609,-0.110000476545224,-0.0433232731728985,-0.0666772033723255,7415.0,14028.62,0.2948258631283761,0.3599281124784925,,
